"","PCode","REGION","DISTRICT","Code_CSREF","STRUCTURE","PCODE2","TYPE","DATE OUVERTURE","NBRE VILLAGE","DISTANCE","ACCESSIBILITE","Source","obs","X2","Y2","Y3"
"1175","ML09R03C002","KIDAL","TESSALIT","ML09R03","TAGHRIST","ML09R03C002","CSCOM","2001",19,1,"NON","OMS Survey",NA,0.930999981085647,19.7187999783,NA
"1176","ML01R07C022","KAYES","YELIMANE","ML01R07","TAKABA","ML01R07C022","CSCOM","2010",5,9,"NON","OMS Survey",NA,-10.475555405,15.037777849,NA
"1177","ML07R02C012","GAO","ANSONGO","ML07R02","TALATAYE","ML07R02C012","CSCOM","2003",14,200,"OUI","OMS Survey",NA,1.51805210700007,16.524974371,NA
"1178","ML04R03C023","SEGOU","BLA","ML04R03","TALO BAMBANAN","ML04R03C023","CSCOM","2001",7,85,"OUI","OMS Survey",NA,-5.32472222228,13.2352777783,NA
"1179","ML07R04C008","GAO","MENAKA","ML07R04","TAMALET","ML07R04C008","CSCOM","2009",7,200,"NON","OMS Survey",NA,3.62138000027897,16.28411,NA
"1180","ML02R01C015","KOULIKORO","KOULIKORO","ML02R01","TAMANI","ML02R01C015","CSCOM","1996",17,160,"OUI","OMS Survey",NA,-6.85782000043,13.5472199998,NA
"1181","ML04R02C018","SEGOU","BAROUELI","ML04R02","TAMANI","ML04R02C018","CSCOM","1996",8,30,"OUI","OMS Survey",NA,-6.833588776,13.334677222,NA
"1182","ML01R07C023","KAYES","YELIMANE","ML01R07","TAMBACARA","ML01R07C023","CSCOM","1995",6,25,"NON","OMS Survey",NA,-10.8389260299,15.070126849,NA
"1183","ML01R05C038","KAYES","KITA","ML01R05","TAMBAGA","ML01R05C038","CSCOM","2008",10,45,"OUI","OMS Survey",NA,-9.872634154,12.969618597,NA
"1184","ML07R01C020","GAO","GAO","ML07R01","TAMKOUTAT","ML07R01C020","CSCOM","2003",5,140,"OUI","OMS Survey",NA,1.46613999971568,17.4547600001,NA
"1185","ML02R06C042","KOULIKORO","KATI","ML02R06","TANIMA","ML02R06C042","CSCOM","1998",8,63,"OUI","OMS Survey",NA,-7.51349000018,12.6773500002,NA
"1186","ML05R05C016","MOPTI","DOUENTZA","ML05R05","TARABE","ML05R05C016","CSCOM","2004",19,90,"OUI","OMS Survey",NA,-2.72525000014,14.9929100004,NA
"1187","ML07R03C017","GAO","BOUREM","ML07R03","TARKINT","ML07R03C017","CSCOM","2000",20,95,"OUI","OMS Survey",NA,0.0566024800000377,17.453404351,NA
"1188","ML07R02C013","GAO","ANSONGO","ML07R02","TASSIGA","ML07R02C013","CSCOM","2002",10,50,"OUI","OMS Survey",NA,0.710761731000047,15.469904849,NA
"1189","ML06R01C015","TOMBOUCTOU","TOMBOUCTOU","ML06R01","TEHERDJE","ML06R01C015","CSCOM","2002",7,47,"OUI","OMS Survey",NA,-1.67419000008,17.7019399996,NA
"1190",NA,"MOPTI","YOUWAROU","ML05R08","TEINAL","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition","A revoir",NA,NA,NA
"1191",NA,"KIDAL","TESSALIT","ML09R03","TELABIT","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,0.994166667,19.06722222,NA
"1192","ML03R04C006","SIKASSO","KIGNAN","ML03R04","TELLA","ML03R04C006","CSCOM","1998",3,35,"OUI","OMS Survey",NA,-6.247777901,11.787221971,NA
"1193","ML07R03C018","GAO","BOUREM","ML07R03","TEMERA","ML07R03C018","CSCOM","2000",20,85,"OUI","OMS Survey",NA,-0.955698271,16.995225476,NA
"1194","ML04R05C015","SEGOU","MARKALA","ML04R05","TEMOU","ML04R05C015","CSCOM","2010",5,0,"OUI","OMS Survey",NA,-5.88907999963,13.6722699997,NA
"1195","ML04R07C028","SEGOU","SAN","ML04R07","TENE","ML04R07C028","CSCOM","1995",23,52,"OUI","OMS Survey",NA,-4.583625774,13.408677472,NA
"1196","ML05R07C018","MOPTI","TENENKOU","ML05R07","TENENKOU CENTRAL","ML05R07C018","CSCOM","1994",12,1,"OUI","OMS Survey",NA,-4.921910399,14.447831223,NA
"1197","ML05R07C000","MOPTI","TENENKOU","ML05R07","TENENKOU CSREF","ML05R07C000","CSREF","1994",0,110,NA,"OMS Survey",NA,-4.921910399,14.447831223,NA
"1198","ML02R04C018","KOULIKORO","FANA","ML02R04","TENINDOUGOU","ML02R04C018","CSCOM","2010",5,80,"OUI","OMS Survey",NA,-7.16311000003,12.5209799997,NA
"1199",NA,"KAYES","KENIEBA",NA,"TERIYA SINCEKO","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition","Non localise",NA,NA,NA
"1200",NA,"SEGOU","Bla",NA,"TERYIABOUGOU","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition","Non localise",NA,NA,NA
"1201","ML09R03C000","KIDAL","TESSALIT","ML09R03","TESSALIT CSREF","ML09R03C000","CSRef","2000",0,250,NA,"OMS Survey",NA,1.01186,20.20126,NA
"1202","ML04R02C019","SEGOU","BAROUELI","ML04R02","TESSERELA","ML04R02C019","CSCOM","2000",10,130,"OUI","OMS Survey",NA,-6.179444276,13.180555347,NA
"1203","ML07R02C014","GAO","ANSONGO","ML07R02","TESSIT","ML07R02C014","CSCOM","2007",5,75,"OUI","OMS Survey",NA,0.306820481000045,15.221170224,NA
"1204","ML04R08C013","SEGOU","TOMINIAN","ML04R08","TETOU","ML04R08C013","CSCOM","2003",15,68,"OUI","OMS Survey",NA,-4.32862027381,12.958974722,NA
"1205","ML05R07C019","MOPTI","TENENKOU","ML05R07","THIAL","ML05R07C019","CSCOM","2010",9,12,"OUI","OMS Survey",NA,-5.19281000012,14.3338799997,NA
"1206","ML04R08C014","SEGOU","TOMINIAN","ML04R08","TI0ISSA","ML04R08C014","CSCOM","2001",19,105,"NON","OMS Survey",NA,-4.206124274,13.822717723,NA
"1207","ML02R09C012","KOULIKORO","OUELESSEBOUGOU","ML02R09","TIAKADOUGOU DIALACORO","ML02R09C012","CSCOM","2007",9,50,"OUI","OMS Survey",NA,-8.10164000009,11.8503100003,NA
"1208","ML04R05C016","SEGOU","MARKALA","ML04R05","TIBY","ML04R05C016","CSCOM","2009",7,13,NA,"OMS Survey",NA,-5.80860999985,13.60944,NA
"1209","ML01R06C018","KAYES","NIORO","ML01R06","TICHITT","ML01R06C018","CSCOM","2001",7,1,"OUI","OMS Survey",NA,-9.63512999976,15.2145199996,NA
"1210","ML01R01C041","KAYES","KAYES","ML01R01","TICHY LEYA","ML01R01C041","CSCOM","1999",2,80,"OUI","OMS Survey",NA,-11.7072774057,15.2703748492,NA
"1211","ML07R04C009","GAO","MENAKA","ML07R04","TIDERMENE","ML07R04C009","CSCOM","1906",14,100,"OUI","OMS Survey",NA,2.42445399971511,16.6140279998,NA
"1212",NA,"SIKASSO","Bougouni",NA,"TIEFALA","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-6.65808,11.442526,NA
"1213","ML02R09C013","KOULIKORO","OUELESSEBOUGOU","ML02R09","TIELE","ML02R09C013","CSCOM","2005",13,57,"NON","OMS Survey",NA,-7.567392027,12.298357096,NA
"1214","ML04R03C024","SEGOU","BLA","ML04R03","TIENABOUGOU","ML04R03C024","CSCOM","2001",8,84,"OUI","OMS Survey",NA,-6.28116000008,12.6741900002,NA
"1215","ML02R01C016","KOULIKORO","KOULIKORO","ML02R01","TIENFALA","ML02R01C016","CSCOM","1999",15,30,"OUI","OMS Survey",NA,-7.751458652,12.731028222,NA
"1216","ML06R02C012","TOMBOUCTOU","DIRE","ML06R02","TIENKOUR","ML06R02C012","CSCOM","2001",10,15,"OUI","OMS Survey",NA,-3.324770023,16.255420725,NA
"1217","ML03R08C014","SIKASSO","YANFOLILA","ML03R08","TIEOULENA","ML03R08C014","CSCOM","2009",5,13,NA,"OMS Survey",NA,-7.954,11.13,NA
"1218","ML03R06C038","SIKASSO","KOUTIALA","ML03R06","TIERE","ML03R06C038","CSCOM","1999",5,80,"OUI","OMS Survey",NA,-5.4062864,11.896041221,NA
"1219","ML01R02C028","KAYES","OUSSOUBIDIAGNA","ML01R02","TIGANA","ML01R02C028","CSCOM","1995",7,77,"NON","OMS Survey",NA,-10.75669678,14.258460223,NA
"1220","ML04R02C020","SEGOU","BAROUELI","ML04R02","TIGUI","ML04R02C020","CSCOM","2006",9,40,"OUI","OMS Survey",NA,-6.65811999964,13.1880199999,NA
"1221","ML05R05C017","MOPTI","DOUENTZA","ML05R05","TIGUILA","ML05R05C017","CSCOM","2003",10,175,NA,"OMS Survey",NA,-1.85476477151,14.8727723488,NA
"1222","ML06R03C012","TOMBOUCTOU","GOUNDAM","ML06R03","TILEMSI","ML06R03C012","CSCOM","2001",22,200,"OUI","OMS Survey",NA,-5.135000275,16.39361185,NA
"1223",NA,"SEGOU","Tominian",NA,"TIMISSA","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-4.206124,13.822718,NA
"1224","ML09R03C003","KIDAL","TESSALIT","ML09R03","TIMTAGHÈNE (INABAG)","ML09R03C003","CSCOM","2004",13,280,"NON","OMS Survey",NA,-0.50049377,19.247605728,NA
"1225","ML06R01C016","TOMBOUCTOU","TOMBOUCTOU","ML06R01","TIN - TELOUT","ML06R01C016","CSCOM","2006",1,29,"OUI","OMS Survey",NA,-3.86396999964,19.2058899996,NA
"1226","ML06R03C013","TOMBOUCTOU","GOUNDAM","ML06R03","TIN AICHA","ML06R03C013","CSCOM","2006",8,73,"OUI","OMS Survey",NA,-4.032143649,16.766507351,NA
"1227",NA,"GAO","Gao",NA,"TIN AOUKER","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,0.171901,16.798727,NA
"1228",NA,"GAO","Ansongo",NA,"TIN HAMMA","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,0.801429,15.633521,NA
"1229","ML07R04C010","GAO","MENAKA","ML07R04","TINAGAROF","ML07R04C010","CSCOM","2011",4,160,"OUI","OMS Survey",NA,2.56030000019747,15.8843899999,NA
"1230","ML07R01C021","GAO","GAO","ML07R01","TIN-AOUKER","ML07R01C021","CSCOM","1999",19,80,"OUI","OMS Survey",NA,0.505930000206254,16.9653400001,NA
"1231",NA,"TOMBOUCTOU","Dire",NA,"TINDIRMA","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-3.636851,16.129018,NA
"1232","ML09R04C001","KIDAL","TIN-ESSAKO","ML09R04","TIN-ESSAKO CENTRAL","ML09R04C001","CSCOM","2010",7,36,"NON","OMS Survey",NA,2.49305685800004,18.444037227,NA
"1233","ML09R04C000","KIDAL","TIN-ESSAKO","ML09R04","TIN-ESSAKO CSREF","ML09R04C000","CSRef","2000",0,150,NA,"OMS Survey",NA,2.49305685800004,18.444037227,NA
"1234","ML02R04C019","KOULIKORO","FANA","ML02R04","TINGOLE","ML02R04C019","CSCOM","2006",6,20,"OUI","OMS Survey",NA,-7.145601401,12.750670972,NA
"1235","ML07R02C015","GAO","ANSONGO","ML07R02","TIN-HAMMA","ML07R02C015","CSCOM","2003",7,60,"OUI","OMS Survey",NA,0.89055560600002,15.579999974,NA
"1236","ML01R03C020","KAYES","DIEMA","ML01R03","TINKARE","ML01R03C020","CSCOM","2004",1,5,"OUI","OMS Survey",NA,-9.15451000034,14.3642599998,NA
"1237","ML02R09C014","KOULIKORO","OUELESSEBOUGOU","ML02R09","TINKELE","ML02R09C014","CSCOM","2003",7,0,"OUI","OMS Survey",NA,-7.96463000039,11.9090900001,NA
"1238","ML05R06C018","MOPTI","KORO","ML05R06","TINSAGOU","ML05R06C018","CSCOM","1994",16,45,"OUI","OMS Survey",NA,-3.38831139794,13.8812648479,NA
"1239","ML07R03C019","GAO","BOUREM","ML07R03","TINSAKOU","ML07R03C019","CSCOM","2010",5,200,"OUI","OMS Survey",NA,-0.814051,17.008047,NA
"1240","ML06R04C012","TOMBOUCTOU","GOURMA-RHAROUS","ML06R04","TINTADENI","ML06R04C012","CSCOM","2010",1,75,"OUI","OMS Survey",NA,-1.08806999957,15.4703699996,NA
"1241","ML06R03C014","TOMBOUCTOU","GOUNDAM","ML06R03","TINTARA","ML06R03C014","CSCOM","2008",1,8,"OUI","OMS Survey",NA,-3.9059450003,16.1686309997,NA
"1242",NA,"TOMBOUCTOU","Tombouctou",NA,"TIN-TELOUT","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-3.246944444,16.64916667,NA
"1243","ML01R06C019","KAYES","NIORO","ML01R06","TINTIBA","ML01R06C019","CSCOM","1998",11,6,"OUI","OMS Survey",NA,-9.73822999975,15.32057,NA
"1244",NA,"KIDAL","ABEIBARA","ML09R02","TINZAWATENE (NF)","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,2.866095,19.964352,NA
"1245","ML03R05C014","SIKASSO","KOLONDIEBA","ML03R05","TIONGUI","ML03R05C014","CSCOM","2011",1,75,"OUI","OMS Survey",NA,-6.38433465073,10.75414997,NA
"1246","ML02R07C021","KOULIKORO","KOLOKANI","ML02R07","TIORIBOUGOU","ML02R07C021","CSCOM","2008",15,23,"NON","OMS Survey",NA,-7.991454527,13.379029972,NA
"1247","ML03R02C033","SIKASSO","BOUGOUNI","ML03R02","TOBA","ML03R02C033","CSCOM","2008",7,0,"OUI","OMS Survey",NA,-7.455,11.8599999636,NA
"1248",NA,"SIKASSO","Bougouni",NA,"TODOUGOU - KOLONDIE","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-7.229438,11.048347,NA
"1249","ML04R08C015","SEGOU","TOMINIAN","ML04R08","TOGO","ML04R08C015","CSCOM","2000",8,45,"OUI","OMS Survey",NA,-4.47972000003,13.5921599998,NA
"1250","ML04R05C017","SEGOU","MARKALA","ML04R05","TOGOU","ML04R05C017","CSCOM","1995",7,0,"OUI","OMS Survey",NA,-5.99924665,13.589192723,NA
"1251","ML05R01C023","MOPTI","MOPTI","ML05R01","TOGUEL","ML05R01C023","CSCOM","2004",2,2,"OUI","OMS Survey",NA,-4.1999100002,14.3441100001,NA
"1252","ML05R07C020","MOPTI","TENENKOU","ML05R07","TOGUERE COUMBE","ML05R07C020","CSCOM","1995",18,75,"NON","OMS Survey",NA,-4.593688274,14.914731224,NA
"1253","ML02R05C012","KOULIKORO","KANGABA","ML02R05","TOMBOLA","ML02R05C012","CSCOM","1997",6,45,"NON","OMS Survey",NA,-8.64007999988,11.5834200004,NA
"1254","ML06R01C000","TOMBOUCTOU","TOMBOUCTOU","ML06R01","TOMBOUCTOU CSREF","ML06R01C000","CSRef","1988",0,2,NA,"OMS Survey",NA,-3.00742,16.77348,NA
"1255","ML02R01C017","KOULIKORO","KOULIKORO","ML02R01","TOMBOUGOU","ML02R01C017","CSCOM","2002",13,50,"NON","OMS Survey",NA,-7.78569000023,13.0436300003,NA
"1256","ML04R08C016","SEGOU","TOMINIAN","ML04R08","TOMINIAN CENTRAL","ML04R08C016","CSCOM","2003",26,1,"OUI","OMS Survey",NA,-4.593125649,13.283647347,NA
"1257","ML04R08C000","SEGOU","TOMINIAN","ML04R08","TOMINIAN CSREF","ML04R08C000","CSRef","2003",0,250,NA,"OMS Survey",NA,-4.593125649,13.283647347,NA
"1258",NA,"SEGOU","Segou",NA,"TONGO","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-5.81417,13.35122,NA
"1259","ML05R01C024","MOPTI","MOPTI","ML05R01","TONGORONGO","ML05R01C024","CSCOM","2000",8,0,"OUI","OMS Survey",NA,-4.12023000044,14.3831800003,NA
"1260","ML05R05C018","MOPTI","DOUENTZA","ML05R05","TONGO-TONGO","ML05R05C018","CSCOM","1994",12,165,"OUI","OMS Survey",NA,-2.61876999996,14.7843999997,NA
"1261","ML04R04C016","SEGOU","MACINA","ML04R04","TONGUE","ML04R04C016","CSCOM","1997",18,65,"NON","OMS Survey",NA,-5.27833315,13.595277848,NA
"1262","ML06R03C015","TOMBOUCTOU","GOUNDAM","ML06R03","TONKA","ML06R03C015","CSCOM","2005",12,45,"OUI","OMS Survey",NA,-3.749238273,16.1313181,NA
"1263","ML04R03C025","SEGOU","BLA","ML04R03","TONTO","ML04R03C025","CSCOM","2000",8,82,"OUI","OMS Survey",NA,-5.40830000038,12.7108599998,NA
"1264","ML03R02C034","SIKASSO","BOUGOUNI","ML03R02","TORAKORO","ML03R02C034","CSCOM","1998",10,40,NA,"OMS Survey",NA,-8.000511902,11.418322221,NA
"1265","ML05R03C019","MOPTI","BANKASS","ML05R03","TORI (ASACOTO)","ML05R03C019","CSCOM","1996",16,65,"OUI","OMS Survey",NA,-3.708004273,13.616138848,NA
"1266","ML01R03C021","KAYES","DIEMA","ML01R03","TORODO","ML01R03C021","CSCOM","2004",4,40,"OUI","OMS Survey",NA,-8.92534000039,14.61159,NA
"1267","ML02R06C043","KOULIKORO","KATI","ML02R06","TORODO","ML02R06C043","CSCOM","2005",16,45,"OUI","OMS Survey",NA,-8.31243000041,13.1350400002,NA
"1268",NA,"SIKASSO","Kadiolo",NA,"TOROKORO","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-6.062621,10.580454,NA
"1269","ML05R06C019","MOPTI","KORO","ML05R06","TOROLI","ML05R06C019","CSCOM","1994",15,25,"NON","OMS Survey",NA,-3.221304773,13.919988723,NA
"1270","ML02R02C015","KOULIKORO","BANAMBA","ML02R02","TOTA","ML02R02C015","CSCOM","1990",6,22,"OUI","OMS Survey",NA,-7.61637000006,13.7156199997,NA
"1271",NA,"SEGOU","MACINA",NA,"TOUARA","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-5.213414,14.004763,NA
"1272","ML01R02C029","KAYES","OUSSOUBIDIAGNA","ML01R02","TOUBA","ML01R02C029","CSCOM","2009",7,140,"OUI","OMS Survey",NA,-10.5536604046,13.7154687227,NA
"1273","ML02R02C016","KOULIKORO","BANAMBA","ML02R02","TOUBA","ML02R02C016","CSCOM","2001",13,12,"OUI","OMS Survey",NA,-7.386647277,13.465848973,NA
"1274","ML04R08C017","SEGOU","TOMINIAN","ML04R08","TOUBA","ML04R08C017","CSCOM","2003",11,68,"OUI","OMS Survey",NA,-4.54065577401,12.8518840969,NA
"1275","ML02R02C017","KOULIKORO","BANAMBA","ML02R02","TOUBACORO","ML02R02C017","CSCOM","1997",17,52,"NON","OMS Survey",NA,-6.97852000008,13.9954200002,NA
"1276","ML02R01C018","KOULIKORO","KOULIKORO","ML02R01","TOUGOUNI","ML02R01C018","CSCOM","1994",20,1,"NON","OMS Survey",NA,-7.205980776,13.217055472,NA
"1277","ML02R02C018","KOULIKORO","BANAMBA","ML02R02","TOUKOROBA","ML02R02C018","CSCOM","1997",9,50,"OUI","OMS Survey",NA,-7.040054776,13.606452848,NA
"1278","ML01R05C039","KAYES","KITA","ML01R05","TOUKOTO","ML01R05C039","CSCOM","2011",7,75,"OUI","OMS Survey",NA,-9.871734779,13.440193347,NA
"1279",NA,"KAYES","OUSSOUBIDIAGNA",NA,"TOUMBINASSOU","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-10.788926,14.301584,NA
"1280","ML06R05C021","TOMBOUCTOU","NIAFUNKE","ML06R05","TOUMOUMOU","ML06R05C021","CSCOM","2006",9,20,"OUI","OMS Survey",NA,-3.43485999959,15.8914899999,NA
"1281","ML04R03C026","SEGOU","BLA","ML04R03","TOUNA","ML04R03C026","CSCOM","1993",17,22,"NON","OMS Survey",NA,-5.835799275,13.111127097,NA
"1282","ML04R07C029","SEGOU","SAN","ML04R07","TOURAKOLOMBA","ML04R07C029","CSCOM","2005",13,70,"OUI","OMS Survey",NA,-5.041111024,12.723610847,NA
"1283","ML01R06C020","KAYES","NIORO","ML01R06","TOUROUROU","ML01R06C020","CSCOM","1997",5,37,"OUI","OMS Survey",NA,-9.23961999979,15.4191199997,NA
"1284","ML02R07C022","KOULIKORO","KOLOKANI","ML02R07","TOUSSANA","ML02R07C022","CSCOM","1998",1,38,"OUI","OMS Survey",NA,-8.41488000012,13.69262,NA
"1285","ML03R05C015","SIKASSO","KOLONDIEBA","ML03R05","TOUSSEGUELA","ML03R05C015","CSCOM","1997",15,30,"OUI","OMS Survey",NA,-6.630590026,11.0613994731,NA
"1286","ML03R05C016","SIKASSO","KOLONDIEBA","ML03R05","TOUTIALA","ML03R05C016","CSCOM","1997",12,57,"OUI","OMS Survey",NA,-7.091879901,10.974100095,NA
"1287","ML06R01C017","TOMBOUCTOU","TOMBOUCTOU","ML06R01","TOYA","ML06R01C017","CSCOM","2003",9,23,"OUI","OMS Survey",NA,-3.047777898,16.656944225,NA
"1288",NA,"KAYES","OUSSOUBIDIAGNA",NA,"TRENTIMOU","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-10.191989,14.476341,NA
"1289",NA,"KAYES","Kayes",NA,"TROUN","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-11.10952,14.804981,NA
"1290",NA,"KAYES","NIORO",NA,"TROUNGOUMBE","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-9.230181,15.262697,NA
"1291","ML04R08C018","SEGOU","TOMINIAN","ML04R08","TURULA","ML04R08C018","CSCOM","1997",11,24,"OUI","OMS Survey",NA,-4.59507502406,13.1030382222,NA
"1292","ML07R01C022","GAO","GAO","ML07R01","WABARIA","ML07R01C022","CSCOM","2000",3,15,"OUI","OMS Survey",NA,-0.0346450198137,16.190651725,NA
"1293","ML02R03C019","KOULIKORO","DIOILA","ML02R03","WACORO","ML02R03C019","CSCOM","1997",5,25,"OUI","OMS Survey",NA,-6.695277651,12.599166847,NA
"1294",NA,"KAYES","Yelimane",NA,"WAIKANOU","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-10.138531,15.347464,NA
"1295","ML04R07C030","SEGOU","SAN","ML04R07","WAKI","ML04R07C030","CSCOM","2005",11,62,"OUI","OMS Survey",NA,-4.825555274,12.8416662362,NA
"1296",NA,"TOMBOUCTOU","Niafunke",NA,"WAKO (NF)","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-3.959283,15.783635,NA
"1297","ML03R05C017","SIKASSO","KOLONDIEBA","ML03R05","WAKORO","ML03R05C017","CSCOM","2001",7,30,"NON","OMS Survey",NA,-6.72000802604,10.9070144701,NA
"1298","ML05R07C021","MOPTI","TENENKOU","ML05R07","WALLO","ML05R07C021","CSCOM","1997",10,65,"NON","OMS Survey",NA,-4.5660999999,14.7328300003,NA
"1299","ML06R03C016","TOMBOUCTOU","GOUNDAM","ML06R03","WANA","ML06R03C016","CSCOM","1999",15,13,"OUI","OMS Survey",NA,-3.67986000009,17.0032999996,NA
"1300","ML02R08C020","KOULIKORO","NARA","ML02R08","WAOUROU","ML02R08C020","CSCOM","2005",5,140,"OUI","OMS Survey",NA,-8.21387999967,14.8314899999,NA
"1301","ML03R01C047","SIKASSO","SIKASSO","ML03R01","WAYERMA","ML03R01C047","CSCOM","2001",10,2,"OUI","OMS Survey",NA,-5.66535033301,11.3130312916,NA
"1302","ML03R01C048","SIKASSO","SIKASSO","ML03R01","WAYERMA 1","ML03R01C048","CSCOM","2011",3,1,"OUI","OMS Survey",NA,-5.664,11.33,NA
"1303","ML03R02C035","SIKASSO","BOUGOUNI","ML03R02","WOLA","ML03R02C035","CSCOM","1997",7,150,"OUI","OMS Survey",NA,-6.672680026,11.734703971,NA
"1304","ML04R02C021","SEGOU","BAROUELI","ML04R02","WONDOBOUGOU","ML04R02C021","CSCOM","2005",9,37,"OUI","OMS Survey",NA,-6.56524999973,12.8613599999,NA
"1305","ML03R03C015","SIKASSO","KADIOLO","ML03R03","WORONI","ML03R03C015","CSCOM","2001",5,38,"OUI","OMS Survey",NA,-5.593,10.79,NA
"1306","ML03R06C039","SIKASSO","KOUTIALA","ML03R06","YAFOLA","ML03R06C039","CSCOM","2006",4,55,"OUI","OMS Survey",NA,-5.11918302455,12.4020500965,NA
"1307","ML01R07C024","KAYES","YELIMANE","ML01R07","YAGUINE","ML01R07C024","CSCOM","2009",2,15,"OUI","OMS Survey",NA,-10.722658655,15.127782474,NA
"1308","ML03R08C015","SIKASSO","YANFOLILA","ML03R08","YANFOLILA CENTRAL","ML03R08C015","CSCOM","2002",14,NA,NA,"OMS Survey",NA,-8.152221777,11.17472522,NA
"1309","ML03R08C000","SIKASSO","YANFOLILA","ML03R08","YANFOLILA CSREF","ML03R08C000","CSRef","2011",0,290,NA,"OMS Survey",NA,-8.152221777,11.17472522,NA
"1310","ML04R03C027","SEGOU","BLA","ML04R03","YANGASSO","ML04R03C027","CSCOM","1996",17,0,"OUI","OMS Survey",NA,-5.322660025,13.071194097,NA
"1311","ML04R07C031","SEGOU","SAN","ML04R07","YASSO","ML04R07C031","CSCOM","2007",4,70,"NON","OMS Survey",NA,-4.677133399,13.132380972,NA
"1312","ML04R08C019","SEGOU","TOMINIAN","ML04R08","YASSO","ML04R08C019","CSCOM","1995",20,22,"OUI","OMS Survey",NA,-4.677133,13.132381,NA
"1313","ML02R06C044","KOULIKORO","KATI","ML02R06","YELEKEBOUGOU","ML02R06C044","CSCOM","2002",18,30,"OUI","OMS Survey",NA,-8.041022777,12.972320972,NA
"1314","ML01R07C025","KAYES","YELIMANE","ML01R07","YELIMANE CENTRAL","ML01R07C025","CSCOM","2010",1,74,"OUI","OMS Survey",NA,-10.5752662796,15.117682099,NA
"1315","ML01R07C000","KAYES","YELIMANE","ML01R07","YELIMANE CSREF","ML01R07C000","CSRef","1996",0,150,NA,"OMS Survey",NA,-10.5752662796,15.117682099,NA
"1316",NA,"MOPTI","BANDIAGARA","ML05R02","YENDOUMA","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-3.240276,14.55776,NA
"1317","ML05R02C024","MOPTI","BANDIAGARA","ML05R02","YENDOUMA-SOGOL","ML05R02C024","CSCOM","2009",7,67,"OUI","OMS Survey",NA,-3.24058008197,14.5549402236,NA
"1318","ML04R02C022","SEGOU","BAROUELI","ML04R02","YEREBOUGOU","ML04R02C022","CSCOM","2010",7,47,"OUI","OMS Survey",NA,-6.57228000044,13.1094600001,NA
"1319","ML01R06C022","KAYES","NIORO","ML01R06","YERERE","ML01R06C022","CSCOM","2002",6,18,"OUI","OMS Survey",NA,-9.425416654,15.255966224,NA
"1320","ML05R03C020","MOPTI","BANKASS","ML05R03","YIRA","ML05R03C020","CSCOM","2010",13,105,"OUI","OMS Survey",NA,-3.3450012729,13.3775864724,NA
"1321","ML03R01C049","SIKASSO","SIKASSO","ML03R01","YIRIGANSO","ML03R01C049","CSCOM","2010",2,40,NA,"OMS Survey",NA,-6.09,11.7,NA
"1322",NA,"SIKASSO","Kignan",NA,"YIRIGANSO","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-6.089742,11.702652,NA
"1323","ML04R01C025","SEGOU","SEGOU","ML04R01","YOLO","ML04R01C025","CSCOM","2002",19,93,"OUI","OMS Survey",NA,-5.6310044,13.635057598,NA
"1324","ML05R06C020","MOPTI","KORO","ML05R06","YORO","ML05R06C020","CSCOM","1997",9,145,"NON","OMS Survey",NA,-2.134427897,14.275764848,NA
"1325","ML03R08C016","SIKASSO","YANFOLILA","ML03R08","YOROBOUGOULA","ML03R08C016","CSCOM","2011",17,35,"OUI","OMS Survey",NA,-8.003941152,10.9113834719,NA
"1326","ML03R09C013","SIKASSO","YOROSSO","ML03R09","YOROSSO CENTRAL","ML03R09C013","CSCOM","2005",4,0,"OUI","OMS Survey",NA,-4.776782149,12.352822221,NA
"1327","ML03R09C000","SIKASSO","YOROSSO","ML03R09","YOROSSO CSREF","ML03R09C000","CSRef","2002",0,260,NA,"OMS Survey",NA,-4.776782149,12.352822221,NA
